# t[s]      z(t) [m]
 -2.350670  0.027883
 -2.349470  0.028041
 -2.348270  0.028199
 -2.347069  0.028359
 -2.345869  0.028519
 -2.344669  0.028680
 -2.343469  0.028842
 -2.342268  0.029004
 -2.341068  0.029168
 -2.339868  0.029332
 -2.338668  0.029497
 -2.337467  0.029663
 -2.336267  0.029830
 -2.335067  0.029998
 -2.333867  0.030166
 -2.332667  0.030336
 -2.331466  0.030506
 -2.330266  0.030677
 -2.329066  0.030849
 -2.327866  0.031022
 -2.326665  0.031196
 -2.325465  0.031371
 -2.324265  0.031546
 -2.323065  0.031723
 -2.321864  0.031900
 -2.320664  0.032078
 -2.319464  0.032258
 -2.318264  0.032438
 -2.317063  0.032619
 -2.315863  0.032800
 -2.314663  0.032983
 -2.313463  0.033167
 -2.312262  0.033352
 -2.311062  0.033537
 -2.309862  0.033724
 -2.308662  0.033911
 -2.307461  0.034100
 -2.306261  0.034289
 -2.305061  0.034479
 -2.303861  0.034671
 -2.302661  0.034863
 -2.301460  0.035056
 -2.300260  0.035250
 -2.299060  0.035445
 -2.297860  0.035641
 -2.296659  0.035838
 -2.295459  0.036037
 -2.294259  0.036236
 -2.293059  0.036436
 -2.291858  0.036637
 -2.290658  0.036839
 -2.289458  0.037042
 -2.288258  0.037246
 -2.287057  0.037451
 -2.285857  0.037657
 -2.284657  0.037864
 -2.283457  0.038072
 -2.282256  0.038282
 -2.281056  0.038492
 -2.279856  0.038703
 -2.278656  0.038916
 -2.277455  0.039129
 -2.276255  0.039343
 -2.275055  0.039559
 -2.273855  0.039775
 -2.272655  0.039993
 -2.271454  0.040212
 -2.270254  0.040432
 -2.269054  0.040652
 -2.267854  0.040874
 -2.266653  0.041098
 -2.265453  0.041322
 -2.264253  0.041547
 -2.263053  0.041773
 -2.261852  0.042001
 -2.260652  0.042229
 -2.259452  0.042459
 -2.258252  0.042690
 -2.257051  0.042922
 -2.255851  0.043155
 -2.254651  0.043389
 -2.253451  0.043625
 -2.252250  0.043861
 -2.251050  0.044099
 -2.249850  0.044338
 -2.248650  0.044578
 -2.247449  0.044819
 -2.246249  0.045062
 -2.245049  0.045305
 -2.243849  0.045550
 -2.242649  0.045796
 -2.241448  0.046043
 -2.240248  0.046291
 -2.239048  0.046541
 -2.237848  0.046792
 -2.236647  0.047044
 -2.235447  0.047297
 -2.234247  0.047551
 -2.233047  0.047807
 -2.231846  0.048064
 -2.230646  0.048322
 -2.229446  0.048581
 -2.228246  0.048842
 -2.227045  0.049104
 -2.225845  0.049367
 -2.224645  0.049631
 -2.223445  0.049897
 -2.222244  0.050164
 -2.221044  0.050432
 -2.219844  0.050702
 -2.218644  0.050972
 -2.217443  0.051245
 -2.216243  0.051518
 -2.215043  0.051793
 -2.213843  0.052069
 -2.212643  0.052346
 -2.211442  0.052625
 -2.210242  0.052905
 -2.209042  0.053186
 -2.207842  0.053469
 -2.206641  0.053753
 -2.205441  0.054038
 -2.204241  0.054325
 -2.203041  0.054613
 -2.201840  0.054903
 -2.200640  0.055194
 -2.199440  0.055486
 -2.198240  0.055780
 -2.197039  0.056075
 -2.195839  0.056371
 -2.194639  0.056669
 -2.193439  0.056968
 -2.192238  0.057269
 -2.191038  0.057571
 -2.189838  0.057874
 -2.188638  0.058179
 -2.187437  0.058486
 -2.186237  0.058794
 -2.185037  0.059103
 -2.183837  0.059414
 -2.182637  0.059726
 -2.181436  0.060039
 -2.180236  0.060355
 -2.179036  0.060671
 -2.177836  0.060989
 -2.176635  0.061309
 -2.175435  0.061630
 -2.174235  0.061953
 -2.173035  0.062277
 -2.171834  0.062602
 -2.170634  0.062929
 -2.169434  0.063258
 -2.168234  0.063588
 -2.167033  0.063920
 -2.165833  0.064253
 -2.164633  0.064588
 -2.163433  0.064924
 -2.162232  0.065262
 -2.161032  0.065602
 -2.159832  0.065943
 -2.158632  0.066286
 -2.157431  0.066630
 -2.156231  0.066976
 -2.155031  0.067323
 -2.153831  0.067672
 -2.152631  0.068023
 -2.151430  0.068375
 -2.150230  0.068729
 -2.149030  0.069085
 -2.147830  0.069442
 -2.146629  0.069801
 -2.145429  0.070161
 -2.144229  0.070524
 -2.143029  0.070887
 -2.141828  0.071253
 -2.140628  0.071620
 -2.139428  0.071989
 -2.138228  0.072360
 -2.137027  0.072732
 -2.135827  0.073106
 -2.134627  0.073481
 -2.133427  0.073859
 -2.132226  0.074238
 -2.131026  0.074619
 -2.129826  0.075001
 -2.128626  0.075386
 -2.127425  0.075772
 -2.126225  0.076160
 -2.125025  0.076549
 -2.123825  0.076941
 -2.122625  0.077334
 -2.121424  0.077729
 -2.120224  0.078125
 -2.119024  0.078524
 -2.117824  0.078924
 -2.116623  0.079326
 -2.115423  0.079730
 -2.114223  0.080136
 -2.113023  0.080544
 -2.111822  0.080953
 -2.110622  0.081365
 -2.109422  0.081778
 -2.108222  0.082193
 -2.107021  0.082610
 -2.105821  0.083028
 -2.104621  0.083449
 -2.103421  0.083872
 -2.102220  0.084296
 -2.101020  0.084722
 -2.099820  0.085151
 -2.098620  0.085581
 -2.097419  0.086013
 -2.096219  0.086447
 -2.095019  0.086883
 -2.093819  0.087321
 -2.092619  0.087761
 -2.091418  0.088202
 -2.090218  0.088646
 -2.089018  0.089092
 -2.087818  0.089540
 -2.086617  0.089990
 -2.085417  0.090441
 -2.084217  0.090895
 -2.083017  0.091351
 -2.081816  0.091809
 -2.080616  0.092268
 -2.079416  0.092730
 -2.078216  0.093194
 -2.077015  0.093660
 -2.075815  0.094128
 -2.074615  0.094598
 -2.073415  0.095070
 -2.072214  0.095545
 -2.071014  0.096021
 -2.069814  0.096499
 -2.068614  0.096980
 -2.067413  0.097462
 -2.066213  0.097947
 -2.065013  0.098434
 -2.063813  0.098923
 -2.062613  0.099414
 -2.061412  0.099908
 -2.060212  0.100403
 -2.059012  0.100901
 -2.057812  0.101400
 -2.056611  0.101902
 -2.055411  0.102407
 -2.054211  0.102913
 -2.053011  0.103422
 -2.051810  0.103932
 -2.050610  0.104445
 -2.049410  0.104961
 -2.048210  0.105478
 -2.047009  0.105998
 -2.045809  0.106520
 -2.044609  0.107044
 -2.043409  0.107570
 -2.042208  0.108099
 -2.041008  0.108630
 -2.039808  0.109164
 -2.038608  0.109699
 -2.037407  0.110237
 -2.036207  0.110778
 -2.035007  0.111320
 -2.033807  0.111865
 -2.032607  0.112413
 -2.031406  0.112962
 -2.030206  0.113514
 -2.029006  0.114069
 -2.027806  0.114625
 -2.026605  0.115185
 -2.025405  0.115746
 -2.024205  0.116310
 -2.023005  0.116876
 -2.021804  0.117445
 -2.020604  0.118016
 -2.019404  0.118590
 -2.018204  0.119166
 -2.017003  0.119745
 -2.015803  0.120326
 -2.014603  0.120909
 -2.013403  0.121495
 -2.012202  0.122084
 -2.011002  0.122675
 -2.009802  0.123268
 -2.008602  0.123864
 -2.007401  0.124463
 -2.006201  0.125064
 -2.005001  0.125667
 -2.003801  0.126273
 -2.002601  0.126882
 -2.001400  0.127493
 -2.000200  0.128107
 -1.999000  0.128723
 -1.997800  0.129342
 -1.996599  0.129964
 -1.995399  0.130588
 -1.994199  0.131215
 -1.992999  0.131844
 -1.991798  0.132476
 -1.990598  0.133111
 -1.989398  0.133749
 -1.988198  0.134389
 -1.986997  0.135031
 -1.985797  0.135677
 -1.984597  0.136325
 -1.983397  0.136976
 -1.982196  0.137629
 -1.980996  0.138285
 -1.979796  0.138944
 -1.978596  0.139606
 -1.977395  0.140270
 -1.976195  0.140938
 -1.974995  0.141608
 -1.973795  0.142280
 -1.972595  0.142956
 -1.971394  0.143634
 -1.970194  0.144315
 -1.968994  0.144999
 -1.967794  0.145686
 -1.966593  0.146376
 -1.965393  0.147068
 -1.964193  0.147763
 -1.962993  0.148461
 -1.961792  0.149162
 -1.960592  0.149866
 -1.959392  0.150573
 -1.958192  0.151283
 -1.956991  0.151995
 -1.955791  0.152711
 -1.954591  0.153429
 -1.953391  0.154151
 -1.952190  0.154875
 -1.950990  0.155602
 -1.949790  0.156332
 -1.948590  0.157066
 -1.947389  0.157802
 -1.946189  0.158541
 -1.944989  0.159283
 -1.943789  0.160028
 -1.942589  0.160777
 -1.941388  0.161528
 -1.940188  0.162282
 -1.938988  0.163039
 -1.937788  0.163800
 -1.936587  0.164563
 -1.935387  0.165330
 -1.934187  0.166099
 -1.932987  0.166872
 -1.931786  0.167648
 -1.930586  0.168427
 -1.929386  0.169209
 -1.928186  0.169994
 -1.926985  0.170783
 -1.925785  0.171574
 -1.924585  0.172369
 -1.923385  0.173167
 -1.922184  0.173968
 -1.920984  0.174773
 -1.919784  0.175580
 -1.918584  0.176391
 -1.917383  0.177205
 -1.916183  0.178022
 -1.914983  0.178843
 -1.913783  0.179666
 -1.912583  0.180493
 -1.911382  0.181324
 -1.910182  0.182157
 -1.908982  0.182994
 -1.907782  0.183834
 -1.906581  0.184678
 -1.905381  0.185525
 -1.904181  0.186375
 -1.902981  0.187229
 -1.901780  0.188086
 -1.900580  0.188946
 -1.899380  0.189810
 -1.898180  0.190677
 -1.896979  0.191547
 -1.895779  0.192421
 -1.894579  0.193299
 -1.893379  0.194179
 -1.892178  0.195064
 -1.890978  0.195951
 -1.889778  0.196843
 -1.888578  0.197737
 -1.887377  0.198636
 -1.886177  0.199537
 -1.884977  0.200442
 -1.883777  0.201351
 -1.882577  0.202263
 -1.881376  0.203179
 -1.880176  0.204099
 -1.878976  0.205022
 -1.877776  0.205948
 -1.876575  0.206878
 -1.875375  0.207812
 -1.874175  0.208749
 -1.872975  0.209690
 -1.871774  0.210635
 -1.870574  0.211583
 -1.869374  0.212535
 -1.868174  0.213491
 -1.866973  0.214450
 -1.865773  0.215413
 -1.864573  0.216379
 -1.863373  0.217350
 -1.862172  0.218324
 -1.860972  0.219302
 -1.859772  0.220283
 -1.858572  0.221268
 -1.857371  0.222258
 -1.856171  0.223250
 -1.854971  0.224247
 -1.853771  0.225247
 -1.852571  0.226252
 -1.851370  0.227260
 -1.850170  0.228272
 -1.848970  0.229287
 -1.847770  0.230307
 -1.846569  0.231330
 -1.845369  0.232358
 -1.844169  0.233389
 -1.842969  0.234424
 -1.841768  0.235463
 -1.840568  0.236506
 -1.839368  0.237553
 -1.838168  0.238604
 -1.836967  0.239659
 -1.835767  0.240718
 -1.834567  0.241780
 -1.833367  0.242847
 -1.832166  0.243918
 -1.830966  0.244993
 -1.829766  0.246071
 -1.828566  0.247154
 -1.827365  0.248241
 -1.826165  0.249332
 -1.824965  0.250427
 -1.823765  0.251526
 -1.822565  0.252630
 -1.821364  0.253737
 -1.820164  0.254848
 -1.818964  0.255964
 -1.817764  0.257084
 -1.816563  0.258207
 -1.815363  0.259335
 -1.814163  0.260468
 -1.812963  0.261604
 -1.811762  0.262745
 -1.810562  0.263889
 -1.809362  0.265038
 -1.808162  0.266192
 -1.806961  0.267349
 -1.805761  0.268511
 -1.804561  0.269677
 -1.803361  0.270847
 -1.802160  0.272022
 -1.800960  0.273201
 -1.799760  0.274384
 -1.798560  0.275572
 -1.797359  0.276764
 -1.796159  0.277960
 -1.794959  0.279161
 -1.793759  0.280366
 -1.792559  0.281575
 -1.791358  0.282789
 -1.790158  0.284007
 -1.788958  0.285230
 -1.787758  0.286457
 -1.786557  0.287689
 -1.785357  0.288925
 -1.784157  0.290165
 -1.782957  0.291410
 -1.781756  0.292659
 -1.780556  0.293913
 -1.779356  0.295172
 -1.778156  0.296435
 -1.776955  0.297703
 -1.775755  0.298975
 -1.774555  0.300251
 -1.773355  0.301533
 -1.772154  0.302819
 -1.770954  0.304109
 -1.769754  0.305404
 -1.768554  0.306704
 -1.767353  0.308008
 -1.766153  0.309317
 -1.764953  0.310631
 -1.763753  0.311950
 -1.762553  0.313273
 -1.761352  0.314601
 -1.760152  0.315933
 -1.758952  0.317270
 -1.757752  0.318612
 -1.756551  0.319959
 -1.755351  0.321311
 -1.754151  0.322667
 -1.752951  0.324028
 -1.751750  0.325394
 -1.750550  0.326765
 -1.749350  0.328140
 -1.748150  0.329520
 -1.746949  0.330906
 -1.745749  0.332296
 -1.744549  0.333691
 -1.743349  0.335091
 -1.742148  0.336495
 -1.740948  0.337905
 -1.739748  0.339320
 -1.738548  0.340739
 -1.737347  0.342164
 -1.736147  0.343593
 -1.734947  0.345028
 -1.733747  0.346467
 -1.732547  0.347911
 -1.731346  0.349361
 -1.730146  0.350815
 -1.728946  0.352275
 -1.727746  0.353739
 -1.726545  0.355209
 -1.725345  0.356684
 -1.724145  0.358164
 -1.722945  0.359649
 -1.721744  0.361139
 -1.720544  0.362634
 -1.719344  0.364134
 -1.718144  0.365640
 -1.716943  0.367150
 -1.715743  0.368666
 -1.714543  0.370187
 -1.713343  0.371713
 -1.712142  0.373245
 -1.710942  0.374781
 -1.709742  0.376323
 -1.708542  0.377870
 -1.707341  0.379423
 -1.706141  0.380980
 -1.704941  0.382543
 -1.703741  0.384112
 -1.702541  0.385685
 -1.701340  0.387264
 -1.700140  0.388848
 -1.698940  0.390438
 -1.697740  0.392033
 -1.696539  0.393633
 -1.695339  0.395239
 -1.694139  0.396850
 -1.692939  0.398467
 -1.691738  0.400089
 -1.690538  0.401716
 -1.689338  0.403349
 -1.688138  0.404988
 -1.686937  0.406632
 -1.685737  0.408281
 -1.684537  0.409936
 -1.683337  0.411596
 -1.682136  0.413262
 -1.680936  0.414934
 -1.679736  0.416611
 -1.678536  0.418293
 -1.677335  0.419982
 -1.676135  0.421676
 -1.674935  0.423375
 -1.673735  0.425080
 -1.672535  0.426791
 -1.671334  0.428507
 -1.670134  0.430229
 -1.668934  0.431957
 -1.667734  0.433690
 -1.666533  0.435429
 -1.665333  0.437174
 -1.664133  0.438924
 -1.662933  0.440681
 -1.661732  0.442443
 -1.660532  0.444211
 -1.659332  0.445984
 -1.658132  0.447763
 -1.656931  0.449549
 -1.655731  0.451339
 -1.654531  0.453136
 -1.653331  0.454939
 -1.652130  0.456747
 -1.650930  0.458562
 -1.649730  0.460382
 -1.648530  0.462208
 -1.647329  0.464040
 -1.646129  0.465878
 -1.644929  0.467722
 -1.643729  0.469572
 -1.642529  0.471428
 -1.641328  0.473289
 -1.640128  0.475157
 -1.638928  0.477031
 -1.637728  0.478911
 -1.636527  0.480796
 -1.635327  0.482688
 -1.634127  0.484586
 -1.632927  0.486490
 -1.631726  0.488400
 -1.630526  0.490316
 -1.629326  0.492238
 -1.628126  0.494166
 -1.626925  0.496101
 -1.625725  0.498041
 -1.624525  0.499988
 -1.623325  0.501941
 -1.622124  0.503900
 -1.620924  0.505865
 -1.619724  0.507837
 -1.618524  0.509814
 -1.617323  0.511798
 -1.616123  0.513788
 -1.614923  0.515785
 -1.613723  0.517787
 -1.612523  0.519796
 -1.611322  0.521811
 -1.610122  0.523833
 -1.608922  0.525861
 -1.607722  0.527895
 -1.606521  0.529935
 -1.605321  0.531982
 -1.604121  0.534035
